Age,Occupation,Sex,Capital gain,Capital loss,Hours per week,Income
26, Transport-moving, Male,0,0,40, <=50K
23, Other-service, Female,0,0,15, <=50K
49, Craft-repair, Male,7298,0,40, >50K
24, Sales, Male,0,0,65, <=50K
48, Sales, Male,0,0,40, <=50K
36, Protective-serv, Male,0,0,40, <=50K
33, Adm-clerical, Female,1471,0,40, <=50K
31, Prof-specialty, Male,15024,0,48, >50K
53, Exec-managerial, Male,0,0,44, >50K
22, Adm-clerical, Female,0,0,10, <=50K
43, Craft-repair, Male,0,0,40, <=50K
31, Adm-clerical, Male,0,0,40, <=50K
53, Prof-specialty, Female,0,0,40, <=50K
36, Exec-managerial, Male,0,0,45, <=50K
47, Exec-managerial, Male,0,0,40, >50K
52, Prof-specialty, Male,0,0,40, >50K
39, Machine-op-inspct, Female,0,0,40, <=50K
24, Sales, Male,0,0,40, <=50K
17, Protective-serv, Female,0,1602,40, <=50K
53, Prof-specialty, Female,15024,0,40, >50K
21, Sales, Male,0,0,40, <=50K
29, Prof-specialty, Male,0,0,64, >50K
34, Prof-specialty, Male,0,0,40, <=50K
28, Adm-clerical, Female,0,0,40, <=50K
61, Sales, Male,0,0,40, >50K
20, Handlers-cleaners, Male,0,0,60, <=50K
47, Tech-support, Male,0,0,40, <=50K
40, Sales, Male,0,0,45, >50K
26, Other-service, Female,0,0,10, <=50K
53, Craft-repair, Male,0,0,40, >50K
26, Sales, Male,0,0,50, <=50K
39, Sales, Male,0,2415,99, >50K
17, Prof-specialty, Male,0,0,15, <=50K
46, Prof-specialty, Male,0,0,40, >50K
34, Sales, Male,15024,0,40, >50K
45, Prof-specialty, Male,0,0,45, <=50K
23, Adm-clerical, Female,0,0,16, <=50K
41, Craft-repair, Male,0,0,40, <=50K
26, Sales, Female,0,0,40, <=50K
28, Prof-specialty, Female,0,0,4, <=50K
18, Sales, Male,0,0,15, <=50K
38, Prof-specialty, Male,0,0,40, >50K
28, Sales, Male,0,0,40, >50K
49, Prof-specialty, Male,0,0,40, >50K
29, Sales, Male,0,0,40, <=50K
43, Exec-managerial, Female,0,0,50, >50K
34, Prof-specialty, Female,0,0,40, <=50K
30, Sales, Male,0,0,45, >50K
25, Exec-managerial, Male,0,0,40, >50K
27, Exec-managerial, Male,0,0,40, <=50K
25, Sales, Male,0,0,40, <=50K
22, Adm-clerical, Female,0,0,40, <=50K
49, Protective-serv, Male,0,0,40, <=50K
44, Craft-repair, Male,3137,0,50, <=50K
37, Farming-fishing, Male,2105,0,50, <=50K
39, Exec-managerial, Male,0,0,45, <=50K
33, Transport-moving, Female,0,0,40, <=50K
41, Sales, Female,0,1902,35, >50K
65, Exec-managerial, Male,99999,0,40, >50K
40, Sales, Male,0,0,53, <=50K
31, Protective-serv, Male,0,0,40, <=50K
28, Exec-managerial, Female,0,0,40, <=50K
71, Sales, Male,0,2467,52, <=50K
25, Adm-clerical, Female,0,0,40, <=50K
25, Craft-repair, Male,0,0,60, <=50K
36, Craft-repair, Male,0,0,60, <=50K
56, Machine-op-inspct, Male,0,0,40, <=50K
34, Machine-op-inspct, Male,0,0,40, <=50K
39, Craft-repair, Male,0,0,40, >50K
31, Prof-specialty, Female,0,0,45, >50K
22, Adm-clerical, Female,0,0,20, <=50K
44, Craft-repair, Male,0,0,38, <=50K
60, Sales, Male,0,0,45, <=50K
65, Machine-op-inspct, Male,0,0,40, <=50K
44, Sales, Male,0,0,50, >50K
53, Exec-managerial, Male,0,0,40, <=50K
28, Transport-moving, Male,0,0,40, <=50K
41, Exec-managerial, Female,0,0,45, <=50K
35, Sales, Female,0,0,40, <=50K
41, Sales, Female,0,0,70, <=50K
28, Craft-repair, Male,0,0,35, <=50K
53, Craft-repair, Male,0,0,40, <=50K
26, Other-service, Female,0,0,45, <=50K
28, Transport-moving, Female,0,0,40, <=50K
27, Craft-repair, Female,0,0,40, <=50K
27, Adm-clerical, Female,0,0,8, <=50K
26, Craft-repair, Male,0,0,40, >50K
53, Sales, Female,0,0,35, <=50K
34, Craft-repair, Male,0,0,40, >50K
50, Prof-specialty, Male,0,0,50, <=50K
30, Adm-clerical, Female,0,0,62, <=50K
47, Craft-repair, Male,0,0,40, <=50K
55, Adm-clerical, Male,0,0,40, <=50K
35, Transport-moving, Male,0,0,40, <=50K
39, Exec-managerial, Male,0,0,60, >50K
30, Exec-managerial, Male,0,0,55, <=50K
39, Transport-moving, Male,0,1887,40, >50K
19, Sales, Female,0,0,20, <=50K
57, Other-service, Male,0,0,60, <=50K
21, Prof-specialty, Female,0,0,20, <=50K
25, Other-service, Female,0,0,22, <=50K
32, Transport-moving, Male,0,0,45, >50K
26, Craft-repair, Female,0,1594,40, <=50K
42, Machine-op-inspct, Male,0,0,40, <=50K
39, Sales, Male,0,0,47, <=50K
48, Priv-house-serv, Female,0,0,44, <=50K
24, Other-service, Female,0,0,35, <=50K
46, Craft-repair, Male,0,0,40, >50K
53, Sales, Male,0,0,25, <=50K
36, Adm-clerical, Male,0,0,70, <=50K
34, Craft-repair, Male,0,0,45, <=50K
25, Transport-moving, Male,0,0,70, <=50K
33, Adm-clerical, Female,99999,0,30, >50K
45, Prof-specialty, Male,0,0,40, >50K
31, Adm-clerical, Male,0,0,40, <=50K
21, Machine-op-inspct, Male,0,0,20, <=50K
33, Craft-repair, Male,114,0,55, <=50K
44, Adm-clerical, Female,0,0,40, <=50K
34, Exec-managerial, Female,0,0,40, >50K
30, Adm-clerical, Female,0,0,10, <=50K
32, Adm-clerical, Female,0,0,40, <=50K
29, Prof-specialty, Male,0,0,40, >50K
20, Other-service, Male,0,0,20, <=50K
35, Protective-serv, Female,0,0,40, <=50K
35, Prof-specialty, Female,0,0,40, <=50K
29, Other-service, Female,0,0,38, <=50K
21, Machine-op-inspct, Male,0,0,40, <=50K
43, Prof-specialty, Male,0,0,40, >50K
33, Machine-op-inspct, Male,0,0,40, <=50K
61, Prof-specialty, Male,0,0,50, >50K
42, Prof-specialty, Female,0,0,40, <=50K
33, Adm-clerical, Female,0,0,40, <=50K
35, Prof-specialty, Female,0,0,40, <=50K
22, Sales, Female,0,0,20, <=50K
61, Exec-managerial, Female,0,0,40, <=50K
28, Other-service, Female,2463,0,35, <=50K
24, Other-service, Male,0,0,40, <=50K
58, Prof-specialty, Male,0,0,35, <=50K
42, Handlers-cleaners, Male,0,0,40, <=50K
56, Sales, Male,0,0,45, >50K
25, Handlers-cleaners, Female,0,0,40, <=50K
59, Adm-clerical, Female,0,0,40, <=50K
65, Sales, Male,3818,0,10, <=50K
57, Exec-managerial, Male,0,2824,50, >50K
36, Exec-managerial, Male,0,0,44, >50K
42, Sales, Male,0,1887,50, >50K
18, Craft-repair, Male,0,0,40, <=50K
28, Craft-repair, Male,0,0,40, >50K
20, Adm-clerical, Female,0,0,20, <=50K
19, Tech-support, Male,0,0,30, <=50K
28, Other-service, Female,0,0,48, >50K
37, Adm-clerical, Male,0,0,40, <=50K
23, Transport-moving, Male,0,0,40, <=50K
60, Craft-repair, Male,0,0,47, <=50K
17, Adm-clerical, Female,0,0,12, <=50K
37, Prof-specialty, Female,4865,0,45, <=50K
29, Adm-clerical, Male,0,0,40, <=50K
34, Transport-moving, Male,0,0,20, <=50K
37, Exec-managerial, Female,0,0,15, <=50K
47, Other-service, Male,0,0,40, <=50K
22, Other-service, Female,0,0,40, <=50K
61, Other-service, Male,0,0,40, <=50K
57, Farming-fishing, Male,0,0,45, <=50K
33, Prof-specialty, Male,0,1848,40, >50K
54, Craft-repair, Male,0,0,40, >50K
40, Prof-specialty, Female,0,1669,40, <=50K
40, Craft-repair, Male,0,0,50, >50K
40, Protective-serv, Male,0,0,42, <=50K
35, Craft-repair, Male,0,2057,40, <=50K
32, Transport-moving, Male,0,0,40, <=50K
49, Sales, Male,0,0,50, <=50K
31, Adm-clerical, Female,0,0,40, <=50K
58, Adm-clerical, Male,0,0,40, <=50K
26, Exec-managerial, Male,0,0,50, <=50K
35, Farming-fishing, Male,0,0,40, <=50K
25, Machine-op-inspct, Male,0,0,40, <=50K
43, Adm-clerical, Male,0,0,40, <=50K
32, Adm-clerical, Male,0,0,35, <=50K
45, Prof-specialty, Male,0,0,60, >50K
48, Machine-op-inspct, Male,0,0,40, <=50K
31, Other-service, Male,0,0,40, <=50K
28, Tech-support, Male,0,0,40, <=50K
50, Prof-specialty, Female,0,0,60, <=50K
22, Adm-clerical, Male,0,0,40, <=50K
19, Sales, Female,0,0,20, <=50K
38, Exec-managerial, Male,0,0,63, >50K
23, Transport-moving, Male,0,0,40, <=50K
24, Exec-managerial, Male,0,0,40, <=50K
26, Exec-managerial, Female,0,0,40, <=50K
45, Tech-support, Female,0,0,40, <=50K
88, Adm-clerical, Female,0,0,40, <=50K
19, Adm-clerical, Female,0,0,15, <=50K
24, Exec-managerial, Male,0,0,50, <=50K
48, Farming-fishing, Male,0,0,40, <=50K
46, Craft-repair, Male,0,0,40, <=50K
31, Craft-repair, Male,0,0,50, <=50K
58, Adm-clerical, Male,0,0,40, <=50K
35, Craft-repair, Male,0,0,40, <=50K
36, Craft-repair, Male,0,0,40, <=50K
36, Prof-specialty, Male,0,0,55, >50K
47, Prof-specialty, Male,0,0,40, >50K
30, Exec-managerial, Female,0,0,45, <=50K
30, Prof-specialty, Male,0,0,40, <=50K
30, Exec-managerial, Male,0,0,43, <=50K
23, Protective-serv, Male,0,0,40, >50K
41, Prof-specialty, Male,0,0,50, >50K
52, Exec-managerial, Male,0,0,60, <=50K
27, Adm-clerical, Male,0,0,40, <=50K
59, Craft-repair, Male,0,0,45, <=50K
21, Sales, Female,0,0,36, <=50K
60, Machine-op-inspct, Female,0,0,40, <=50K
69, Adm-clerical, Male,0,0,34, >50K
24, Sales, Male,0,0,40, <=50K
19, Sales, Male,0,0,25, <=50K
60, Prof-specialty, Male,0,0,20, <=50K
64, Tech-support, Female,0,0,35, <=50K
39, Exec-managerial, Male,0,0,60, >50K
51, Exec-managerial, Male,0,0,45, >50K
51, Craft-repair, Female,0,0,35, <=50K
25, Tech-support, Female,0,0,40, <=50K
37, Tech-support, Female,0,0,40, <=50K
74, Farming-fishing, Female,0,0,14, <=50K
26, Exec-managerial, Male,0,0,40, >50K
23, Other-service, Male,0,0,30, <=50K
57, Prof-specialty, Male,0,0,36, >50K
20, Transport-moving, Male,0,0,15, <=50K
37, Farming-fishing, Male,0,0,40, <=50K
46, Sales, Male,0,0,40, <=50K
39, Prof-specialty, Female,0,0,45, >50K
40, Machine-op-inspct, Female,0,0,30, <=50K
50, Handlers-cleaners, Male,0,0,40, <=50K
25, Farming-fishing, Male,0,0,35, <=50K
44, Adm-clerical, Male,0,0,45, <=50K
41, Transport-moving, Male,0,0,40, <=50K
30, Prof-specialty, Male,0,1977,15, >50K
38, Handlers-cleaners, Male,0,0,50, <=50K
54, Handlers-cleaners, Male,0,0,40, <=50K
40, Adm-clerical, Female,0,0,52, <=50K
37, Handlers-cleaners, Male,7688,0,40, >50K
46, Exec-managerial, Male,15024,0,40, >50K
38, Prof-specialty, Male,0,0,45, <=50K
20, Exec-managerial, Female,0,0,10, <=50K
35, Farming-fishing, Male,0,0,40, <=50K
62, Exec-managerial, Male,0,0,40, >50K
34, Prof-specialty, Female,0,0,45, <=50K
56, Transport-moving, Male,0,0,90, <=50K
30, Prof-specialty, Male,0,0,20, <=50K
17, Adm-clerical, Female,0,0,20, <=50K
18, Other-service, Female,594,0,4, <=50K
35, Farming-fishing, Male,0,0,40, <=50K
21, Machine-op-inspct, Male,0,0,1, <=50K
46, Craft-repair, Male,0,0,50, <=50K
33, Craft-repair, Male,0,0,60, <=50K
27, Sales, Female,0,0,40, <=50K
36, Craft-repair, Male,0,0,40, >50K
42, Transport-moving, Male,0,0,40, <=50K
35, Transport-moving, Male,0,0,50, <=50K
25, Exec-managerial, Male,0,0,40, <=50K
47, Prof-specialty, Male,0,0,40, >50K
44, Prof-specialty, Male,15024,0,75, >50K
51, Transport-moving, Male,7688,0,40, >50K
53, Prof-specialty, Male,0,0,42, >50K
47, Protective-serv, Male,0,0,40, <=50K
20, Handlers-cleaners, Male,0,0,40, <=50K
32, Machine-op-inspct, Female,0,0,70, <=50K
28, Craft-repair, Male,0,0,50, <=50K
52, Sales, Female,0,0,40, <=50K
35, Prof-specialty, Male,0,0,40, >50K
30, Craft-repair, Male,0,0,40, <=50K
33, Adm-clerical, Female,6849,0,50, <=50K
21, Other-service, Female,0,0,20, <=50K
56, Prof-specialty, Male,0,1902,65, >50K
45, Craft-repair, Male,15024,0,40, >50K
20, Exec-managerial, Female,0,0,20, <=50K
62, Other-service, Male,0,0,40, >50K
24, Sales, Female,0,0,30, <=50K
52, Adm-clerical, Female,0,0,40, <=50K
23, Sales, Male,0,0,40, <=50K
36, Exec-managerial, Male,0,0,40, >50K
40, Craft-repair, Male,0,0,40, <=50K
30, Machine-op-inspct, Male,0,0,40, <=50K
41, Transport-moving, Male,0,0,35, <=50K
59, Transport-moving, Male,0,0,40, >50K
27, Exec-managerial, Male,0,0,37, <=50K
41, Exec-managerial, Male,0,0,50, <=50K
27, Handlers-cleaners, Male,0,0,35, <=50K
50, Machine-op-inspct, Female,0,0,40, <=50K
29, Other-service, Female,0,0,40, <=50K
38, Exec-managerial, Male,0,0,55, >50K
30, Machine-op-inspct, Male,0,0,60, <=50K
48, Prof-specialty, Male,0,0,55, <=50K
39, Craft-repair, Male,7298,0,40, >50K
40, Prof-specialty, Male,0,0,40, <=50K
27, Craft-repair, Male,0,0,40, <=50K
59, Craft-repair, Male,0,0,40, >50K
34, Adm-clerical, Male,0,0,50, >50K
47, Other-service, Male,0,0,60, >50K
64, Sales, Male,0,0,20, <=50K
29, Machine-op-inspct, Male,0,0,40, <=50K
38, Transport-moving, Male,0,0,40, <=50K
42, Sales, Male,0,1887,40, >50K
49, Sales, Male,0,0,60, >50K
53, Tech-support, Male,0,0,40, <=50K
35, Adm-clerical, Male,0,0,50, >50K
38, Craft-repair, Male,0,0,40, <=50K
36, Sales, Female,0,0,40, <=50K
34, Sales, Male,0,0,55, <=50K
24, Prof-specialty, Male,0,0,10, <=50K
23, Adm-clerical, Female,0,0,40, <=50K
21, Adm-clerical, Female,0,0,35, <=50K
47, Adm-clerical, Female,0,0,40, <=50K
59, Farming-fishing, Male,4865,0,40, <=50K
33, Exec-managerial, Male,0,0,50, >50K
63, Machine-op-inspct, Male,0,0,35, >50K
18, Other-service, Male,0,0,60, <=50K
32, Prof-specialty, Female,0,0,50, <=50K
19, Handlers-cleaners, Male,0,0,40, <=50K
27, Prof-specialty, Male,0,0,40, <=50K
40, Transport-moving, Male,0,0,48, >50K
38, Transport-moving, Male,0,0,40, <=50K
20, Farming-fishing, Male,0,0,47, <=50K
35, Transport-moving, Male,0,0,70, <=50K
22, Adm-clerical, Female,0,0,40, <=50K
40, Prof-specialty, Male,0,0,50, >50K
34, Tech-support, Male,3103,0,40, >50K
23, Handlers-cleaners, Male,0,0,40, <=50K
26, Adm-clerical, Male,0,0,40, <=50K
53, Farming-fishing, Male,0,0,60, <=50K
34, Craft-repair, Male,0,0,40, >50K
39, Craft-repair, Male,0,0,40, <=50K
25, Craft-repair, Male,0,0,40, <=50K
18, Sales, Male,0,0,20, <=50K
65, Exec-managerial, Male,0,0,40, <=50K
49, Exec-managerial, Female,0,0,40, <=50K
64, Other-service, Male,0,0,40, <=50K
68, Exec-managerial, Male,0,0,40, >50K
56, Other-service, Female,0,0,40, <=50K
68, Prof-specialty, Female,0,3683,40, <=50K
35, Prof-specialty, Male,0,0,48, >50K
50, Adm-clerical, Female,0,0,12, <=50K
45, Adm-clerical, Female,0,0,28, <=50K
43, Exec-managerial, Male,0,0,40, <=50K
39, Adm-clerical, Female,0,0,40, <=50K
37, Craft-repair, Male,1506,0,40, <=50K
45, Tech-support, Male,0,0,50, >50K
36, Tech-support, Female,0,0,45, <=50K
26, Adm-clerical, Female,0,0,40, <=50K
36, Prof-specialty, Female,0,0,32, <=50K
47, Adm-clerical, Male,0,0,60, <=50K
34, Machine-op-inspct, Male,0,2001,40, <=50K
53, Sales, Female,0,0,30, <=50K
32, Machine-op-inspct, Female,0,1590,42, <=50K
44, Craft-repair, Male,0,0,40, <=50K
25, Handlers-cleaners, Male,0,0,40, <=50K
35, Farming-fishing, Male,0,0,36, <=50K
34, Prof-specialty, Female,0,0,40, <=50K
42, Craft-repair, Male,0,0,40, <=50K
47, Other-service, Female,0,0,4, <=50K
23, Craft-repair, Male,0,0,37, <=50K
56, Exec-managerial, Female,0,0,40, <=50K
50, Prof-specialty, Male,15024,0,50, >50K
38, Transport-moving, Male,0,0,60, <=50K
46, Exec-managerial, Male,0,0,40, >50K
47, Adm-clerical, Female,0,0,57, <=50K
38, Other-service, Male,3464,0,80, <=50K
42, Transport-moving, Male,0,0,46, <=50K
48, Sales, Male,0,0,40, <=50K
27, Exec-managerial, Female,0,0,50, <=50K
40, Prof-specialty, Female,0,0,36, <=50K
53, Prof-specialty, Female,99999,0,37, >50K
75, Exec-managerial, Female,0,0,30, <=50K
39, Prof-specialty, Male,0,0,48, >50K
46, Adm-clerical, Female,0,0,40, <=50K
51, Machine-op-inspct, Female,0,0,40, <=50K
34, Other-service, Male,0,0,40, <=50K
23, Sales, Male,0,0,40, <=50K
32, Other-service, Male,0,0,45, <=50K
45, Sales, Male,0,0,55, <=50K
21, Other-service, Male,0,0,40, <=50K
36, Craft-repair, Male,0,0,44, <=50K
40, Craft-repair, Male,0,0,50, <=50K
68, Farming-fishing, Male,0,0,20, <=50K
40, Sales, Male,0,0,40, >50K
20, Adm-clerical, Female,0,0,24, <=50K
48, Prof-specialty, Female,0,0,40, >50K
27, Sales, Male,0,0,45, <=50K
57, Tech-support, Male,0,0,40, <=50K
54, Exec-managerial, Male,0,0,98, >50K
47, Other-service, Female,0,0,40, <=50K
30, Craft-repair, Male,0,0,40, <=50K
35, Craft-repair, Male,0,0,45, >50K
56, Handlers-cleaners, Male,0,0,40, <=50K
20, Handlers-cleaners, Male,0,0,28, <=50K
38, Prof-specialty, Male,0,0,38, <=50K
19, Sales, Female,0,0,25, <=50K
31, Adm-clerical, Male,0,0,40, <=50K
44, Prof-specialty, Male,0,0,60, <=50K
21, Sales, Female,0,1602,12, <=50K
41, Craft-repair, Male,0,0,40, <=50K
18, Other-service, Female,0,0,16, <=50K
23, Transport-moving, Male,0,0,40, <=50K
37, Other-service, Male,0,0,32, <=50K
43, Sales, Male,0,0,45, <=50K
31, Machine-op-inspct, Male,0,0,40, <=50K
40, Transport-moving, Male,0,0,40, >50K
27, Prof-specialty, Female,0,0,12, <=50K
64, Transport-moving, Male,0,0,40, <=50K
31, Prof-specialty, Male,0,0,40, <=50K
48, Exec-managerial, Male,0,0,45, <=50K
37, Sales, Male,0,0,20, >50K
28, Tech-support, Male,0,0,24, <=50K
42, Craft-repair, Male,0,0,40, <=50K
60, Sales, Male,0,0,60, <=50K
17, Other-service, Female,0,0,20, <=50K
46, Adm-clerical, Male,0,0,40, <=50K
18, Adm-clerical, Female,0,0,40, <=50K
22, Other-service, Male,0,0,27, <=50K
44, Exec-managerial, Male,0,0,60, <=50K
36, Sales, Male,0,0,40, <=50K
65, Exec-managerial, Female,0,0,40, <=50K
26, Other-service, Male,0,0,40, <=50K
21, Other-service, Male,0,0,25, <=50K
41, Craft-repair, Male,0,2339,40, <=50K
28, Other-service, Female,0,0,35, <=50K
27, Machine-op-inspct, Female,0,0,40, <=50K
19, Other-service, Male,0,0,12, <=50K
40, Transport-moving, Male,0,0,40, <=50K
19, Handlers-cleaners, Male,0,0,15, <=50K
40, Transport-moving, Male,2829,0,40, <=50K
37, Craft-repair, Male,0,0,40, <=50K
33, Adm-clerical, Male,0,0,40, >50K
34, Other-service, Male,0,0,40, <=50K
44, Protective-serv, Male,0,0,40, <=50K
33, Adm-clerical, Female,0,0,40, <=50K
72, Exec-managerial, Male,2290,0,10, <=50K
19, Sales, Female,0,0,40, <=50K
59, Prof-specialty, Female,0,0,36, <=50K
40, Protective-serv, Female,0,0,40, <=50K
35, Prof-specialty, Female,0,0,40, <=50K
22, Adm-clerical, Male,0,0,45, <=50K
41, Prof-specialty, Female,0,0,40, <=50K
59, Tech-support, Male,0,0,50, >50K
50, Handlers-cleaners, Male,0,0,40, <=50K
21, Adm-clerical, Female,0,0,10, <=50K
40, Exec-managerial, Male,0,0,40, <=50K
22, Sales, Male,0,0,40, <=50K
43, Machine-op-inspct, Female,0,0,40, <=50K
17, Transport-moving, Female,0,0,16, <=50K
42, Other-service, Male,0,0,40, <=50K
37, Machine-op-inspct, Male,0,0,40, >50K
43, Machine-op-inspct, Male,0,0,40, <=50K
46, Craft-repair, Female,0,0,40, <=50K
50, Adm-clerical, Male,0,0,40, >50K
47, Sales, Male,0,0,40, <=50K
31, Farming-fishing, Male,2907,0,99, <=50K
33, Adm-clerical, Male,0,0,45, <=50K
27, Machine-op-inspct, Male,7298,0,40, >50K
59, Farming-fishing, Male,0,0,35, <=50K
39, Craft-repair, Male,0,0,40, >50K
29, Craft-repair, Male,0,0,40, <=50K
26, Exec-managerial, Female,0,0,55, <=50K
24, Craft-repair, Male,0,0,40, <=50K
25, Adm-clerical, Male,0,1980,40, <=50K
30, Adm-clerical, Female,0,0,20, <=50K
52, Transport-moving, Male,0,0,40, <=50K
51, Prof-specialty, Male,0,0,40, >50K
30, Sales, Male,0,0,60, >50K
23, Tech-support, Male,0,0,60, <=50K
37, Prof-specialty, Male,0,0,45, <=50K
25, Adm-clerical, Male,0,0,38, <=50K
49, Prof-specialty, Male,15024,0,65, >50K
30, Prof-specialty, Male,0,0,55, <=50K
40, Adm-clerical, Female,0,0,40, <=50K
20, Machine-op-inspct, Male,0,0,32, <=50K
35, Farming-fishing, Male,3103,0,55, <=50K
24, Exec-managerial, Male,0,0,45, <=50K
32, Craft-repair, Male,0,0,40, <=50K
35, Other-service, Female,0,0,30, <=50K
20, Other-service, Female,0,0,40, <=50K
29, Craft-repair, Male,0,0,40, >50K
25, Craft-repair, Male,0,0,28, <=50K
50, Transport-moving, Male,0,0,40, <=50K
24, Adm-clerical, Male,0,0,50, <=50K
30, Protective-serv, Female,0,0,32, <=50K
37, Adm-clerical, Male,0,0,40, <=50K
50, Machine-op-inspct, Female,3137,0,40, <=50K
20, Handlers-cleaners, Male,0,0,30, <=50K
49, Craft-repair, Male,5013,0,50, <=50K
55, Transport-moving, Male,0,0,50, <=50K
61, Machine-op-inspct, Female,0,0,40, <=50K
22, Other-service, Female,0,0,3, <=50K
23, Adm-clerical, Male,0,0,12, <=50K
43, Prof-specialty, Male,4650,0,40, <=50K
39, Adm-clerical, Female,0,0,24, <=50K
21, Sales, Male,0,0,35, <=50K
52, Exec-managerial, Male,0,0,40, >50K
30, Sales, Male,4064,0,40, <=50K
42, Adm-clerical, Male,9562,0,45, >50K
50, Craft-repair, Male,0,0,50, <=50K
51, Exec-managerial, Female,0,0,99, <=50K
47, Exec-managerial, Female,0,0,45, <=50K
45, Machine-op-inspct, Male,0,0,40, <=50K
48, Other-service, Female,0,0,40, <=50K
36, Exec-managerial, Male,0,0,50, >50K
61, Transport-moving, Male,0,0,40, <=50K
72, Sales, Male,0,0,30, <=50K
19, Sales, Female,0,0,15, <=50K
39, Other-service, Female,6849,0,40, <=50K
24, Machine-op-inspct, Female,0,0,40, <=50K
44, Handlers-cleaners, Male,0,0,40, <=50K
19, Handlers-cleaners, Male,0,0,20, <=50K
20, Sales, Male,0,0,48, <=50K
23, Craft-repair, Female,0,0,40, <=50K
58, Farming-fishing, Male,0,0,53, >50K
20, Craft-repair, Male,0,0,40, <=50K
62, Exec-managerial, Male,0,0,12, <=50K
25, Adm-clerical, Female,4416,0,40, <=50K
67, Prof-specialty, Male,0,0,2, <=50K
37, Exec-managerial, Male,0,0,40, >50K
36, Exec-managerial, Female,1831,0,40, <=50K
38, Tech-support, Female,0,0,20, <=50K
23, Other-service, Female,0,0,80, <=50K
28, Sales, Female,0,0,40, <=50K
25, Exec-managerial, Male,0,0,40, <=50K
41, Prof-specialty, Male,15024,0,55, >50K
63, Sales, Male,0,1848,40, >50K
60, Craft-repair, Male,0,0,30, <=50K
31, Exec-managerial, Male,0,0,50, <=50K
29, Craft-repair, Male,0,0,37, <=50K
37, Exec-managerial, Female,7688,0,45, >50K
51, Sales, Male,0,0,40, <=50K
45, Exec-managerial, Male,7298,0,40, >50K
27, Craft-repair, Male,0,0,40, <=50K
18, Other-service, Male,0,0,20, <=50K
34, Machine-op-inspct, Female,0,0,40, <=50K
66, Sales, Male,0,2377,25, >50K
36, Craft-repair, Male,0,0,35, <=50K
35, Exec-managerial, Female,0,0,40, <=50K
27, Sales, Male,0,0,45, <=50K
29, Exec-managerial, Female,1831,0,40, <=50K
25, Adm-clerical, Female,0,0,40, <=50K
22, Other-service, Male,0,0,32, >50K
41, Craft-repair, Male,0,0,48, >50K
20, Transport-moving, Male,0,0,20, <=50K
52, Machine-op-inspct, Male,0,0,40, <=50K
34, Other-service, Female,0,0,37, <=50K
44, Prof-specialty, Male,0,0,45, >50K
50, Sales, Female,0,0,40, >50K
49, Exec-managerial, Male,0,0,50, >50K
71, Other-service, Male,0,0,28, <=50K
20, Other-service, Male,0,0,25, <=50K
59, Sales, Male,0,0,60, >50K
41, Farming-fishing, Male,3411,0,40, <=50K
38, Exec-managerial, Female,0,0,42, <=50K
55, Transport-moving, Male,0,0,40, <=50K
17, Other-service, Female,0,0,20, <=50K
45, Exec-managerial, Male,0,0,55, >50K
43, Craft-repair, Male,0,0,30, <=50K
19, Other-service, Male,0,0,25, <=50K
33, Other-service, Female,0,0,40, <=50K
63, Exec-managerial, Male,0,0,40, <=50K
39, Farming-fishing, Male,8614,0,50, >50K
34, Transport-moving, Male,0,0,40, <=50K
31, Machine-op-inspct, Male,0,0,40, <=50K
21, Craft-repair, Male,0,0,40, <=50K
23, Adm-clerical, Female,0,0,36, <=50K
20, Handlers-cleaners, Female,0,0,8, <=50K
45, Sales, Male,0,0,60, >50K
59, Transport-moving, Male,0,0,50, <=50K
58, Exec-managerial, Male,15024,0,40, >50K
66, Adm-clerical, Female,0,0,35, >50K
37, Prof-specialty, Female,0,1887,35, >50K
29, Craft-repair, Male,0,0,40, <=50K
32, Exec-managerial, Female,0,0,40, <=50K
39, Prof-specialty, Male,0,1902,50, >50K
57, Exec-managerial, Female,0,0,45, <=50K
57, Prof-specialty, Male,0,0,40, >50K
50, Sales, Male,0,0,60, <=50K
44, Farming-fishing, Male,15024,0,65, >50K
56, Craft-repair, Male,0,0,40, >50K
26, Exec-managerial, Female,0,0,48, <=50K
26, Farming-fishing, Male,0,0,65, <=50K
33, Prof-specialty, Male,0,0,40, >50K
36, Farming-fishing, Male,0,0,60, >50K
45, Sales, Male,0,0,40, >50K
56, Prof-specialty, Female,0,1669,38, <=50K
23, Sales, Male,0,0,36, <=50K
23, Other-service, Male,0,0,25, <=50K
35, Prof-specialty, Male,0,0,40, <=50K
39, Prof-specialty, Female,7688,0,32, >50K
45, Craft-repair, Male,0,0,40, <=50K
21, Sales, Female,0,0,25, <=50K
56, Adm-clerical, Male,0,0,40, <=50K
31, Handlers-cleaners, Female,0,0,40, <=50K
44, Transport-moving, Male,0,0,36, <=50K
31, Handlers-cleaners, Male,5013,0,40, <=50K
20, Handlers-cleaners, Male,0,0,38, <=50K
44, Adm-clerical, Male,0,0,40, >50K
19, Other-service, Female,0,0,23, <=50K
23, Sales, Female,0,0,40, <=50K
21, Craft-repair, Male,0,0,40, <=50K
29, Prof-specialty, Male,0,0,15, <=50K
33, Other-service, Female,0,0,30, <=50K
46, Exec-managerial, Male,0,0,48, >50K
36, Sales, Male,15024,0,60, >50K
70, Prof-specialty, Male,9386,0,30, >50K
19, Handlers-cleaners, Female,0,0,37, <=50K
